pelicula_id,actor,personaje
412,Bonnie Hunt,Sally Carrera (voice)
412,Paul Newman,Doc Hudson (voice)
412,Tony Shalhoub,Luigi (voice)
412,Cheech Marin,Ramone (voice)
412,Michael Wallis,Sheriff (voice)
412,George Carlin,Fillmore (voice)
412,Paul Dooley,Sarge (voice)
413,Jay Baruchel,Hiccup (voice)
413,Gerard Butler,Stoick the Vast (voice)
413,Craig Ferguson,Gobber the Belch (voice)
413,America Ferrera,Astrid Hofferson (voice)
413,Jonah Hill,Snotlout Jorgenson (voice)
413,Christopher Mintz-Plasse,Fishlegs Ingerman (voice)
413,T.J. Miller,Tuffnut Thorston (voice)
413,Kristen Wiig,Ruffnut Thorston (voice)
413,David Tennant,Spitelout (voice)
414,Jay Baruchel,Hiccup (voice)
414,Cate Blanchett,Valka (voice)
414,Gerard Butler,Stoick (voice)
414,Craig Ferguson,Gobber (voice)
414,America Ferrera,Astrid (voice)
414,Jonah Hill,Snotlout (voice)
414,Christopher Mintz-Plasse,Fishlegs (voice)
414,T.J. Miller,Tuffnut (voice)
414,Kristen Wiig,Ruffnut (voice)
415,Jay Baruchel,Hiccup (voice)
415,America Ferrera,Astrid (voice)
415,F. Murray Abraham,Grimmel (voice)
415,Cate Blanchett,Valka (voice)
415,Gerard Butler,Stoick (voice)
415,Craig Ferguson,Gobber (voice)
415,Jonah Hill,Snotlout (voice)
415,Christopher Mintz-Plasse,Fishlegs (voice)
415,Kristen Wiig,Ruffnut (voice)
416,Jack Black,Po (voice)
416,Dustin Hoffman,Shifu (voice)
416,Angelina Jolie,Master Tigress (voice)
416,Jackie Chan,Master Monkey (voice)
416,Lucy Liu,Master Viper (voice)
416,Seth Rogen,Mantis (voice)
416,David Cross,Crane (voice)
416,Ian McShane,Tai Lung (voice)
416,Randall Duk Kim,Oogway (voice)
417,Jack Black,Po (voice)
417,Bryan Cranston,Li Shan (voice)
417,Dustin Hoffman,Shifu (voice)
417,Angelina Jolie,Tigress (voice)
417,J.K. Simmons,Kai (voice)
417,Jackie Chan,Monkey (voice)
417,Seth Rogen,Mantis (voice)
417,Lucy Liu,Viper (voice)
417,David Cross,Crane (voice)
418,Ben Stiller,Alex (voice)
418,Chris Rock,Marty (voice)
418,David Schwimmer,Melman (voice)
418,Jada Pinkett Smith,Gloria (voice)
418,Sacha Baron Cohen,Julien (voice)
418,Cedric the Entertainer,Maurice (voice)
418,Andy Richter,Mort (voice)
418,Tom McGrath,Skipper (voice)
418,Christopher Knights,Private (voice)
419,Jesse Eisenberg,Blu (voice)
419,Anne Hathaway,Jewel (voice)
419,Leslie Mann,Linda (voice)
419,Jane Lynch,Alice / Goose (voice)
419,Will.i.am,Pedro (voice)
419,George Lopez,Rafael (voice)
419,Wanda Sykes,Chloe / Goose (voice)
419,Jamie Foxx,Nico (voice)
419,Rodrigo Santoro,Tulio (voice)
420,Jesse Eisenberg,Blu (voice)
420,Anne Hathaway,Jewel (voice)
420,Will.i.am,Pedro (voice)
420,Jamie Foxx,Nico (voice)
420,Leslie Mann,Linda (voice)
420,George Lopez,Rafael (voice)
420,Andy García,Eduardo (voice)
420,Bruno Mars,Roberto (voice)
420,Bernardo de Paula,Carnival Barker (voice)
421,Ray Romano,Manny (voice)
421,John Leguizamo,Sid (voice)
421,Denis Leary,Diego (voice)
421,Goran Visnjic,Soto (voice)
421,Jack Black,Zeke (voice)
421,Cedric the Entertainer,Carl (voice)
421,Stephen Root,Frank / Start (voice)
421,Diedrich Bader,Oscar (voice)
421,Alan Tudyk,Lenny (voice)
422,Ray Romano,Manny (voice)
422,John Leguizamo,Sid (voice)
422,Denis Leary,Diego (voice)
422,Queen Latifah,Ellie (voice)
422,Seann William Scott,Crash (voice)
422,Josh Peck,Eddie (voice)
422,Jay Leno,Fast Tony (voice)
422,Will Arnett,Lone Gunslinger Vulture (voice)
422,Chris Wedge,Scrat (voice)
423,Ray Romano,Manny (voice)
423,John Leguizamo,Sid (voice)
423,Denis Leary,Diego (voice)
423,Queen Latifah,Ellie (voice)
423,Simon Pegg,Buck (voice)
423,Seann William Scott,Crash (voice)
423,Josh Peck,Eddie (voice)
423,Chris Wedge,Scrat (voice)
423,Karen Disher,Scratte (voice)
424,Ray Romano,Manny (voice)
424,John Leguizamo,Sid (voice)
424,Denis Leary,Diego (voice)
424,Seann William Scott,Crash (voice)
424,Josh Peck,Eddie (voice)
424,Queen Latifah,Ellie (voice)
424,Jennifer Lopez,Shira (voice)
424,Peter Dinklage,Captain Gutt (voice)
424,Wanda Sykes,Granny (voice)
425,Anna Kendrick,Poppy (voice)
425,Justin Timberlake,Branch (voice)
425,Zooey Deschanel,Bridget (voice)
425,Russell Brand,Creek (voice)
425,James Corden,Biggie (voice)
425,Gwen Stefani,DJ Suki (voice)
425,Iris Dohrn,Baby Poppy (voice)
425,Liam Henry,Young Branch (voice)
425,Aino Jawo,Satin (voice)
426,Matthew McConaughey,Buster Moon (voice)
426,Reese Witherspoon,Rosita (voice)
426,Seth MacFarlane,Mike (voice)
426,Scarlett Johansson,Ash (voice)
426,John C. Reilly,Eddie (voice)
426,Taron Egerton,Johnny (voice)
426,Tori Kelly,Meena (voice)
426,Jennifer Saunders,Nana (voice)
426,Garth Jennings,Miss Crawly (voice)
427,Matthew McConaughey,Buster Moon (voice)
427,Reese Witherspoon,Rosita (voice)
427,Scarlett Johansson,Ash (voice)
427,Taron Egerton,Johnny (voice)
427,Bobby Cannavale,Mr. Crystal (voice)
427,Tori Kelly,Meena (voice)
427,Nick Kroll,Gunter (voice)
427,Halsey,Porsha Crystal (voice)
427,Spike Jonze,Jerry (voice)
428,Robert Pattinson,Bruce Wayne / The Batman
428,Zoë Kravitz,Selina Kyle / Catwoman
428,Paul Dano,Edward Nashton / The Riddler
428,Jeffrey Wright,Lt. James Gordon
428,John Turturro,Carmine Falcone
428,Peter Sarsgaard,District Attorney Gil Colson
428,Andy Serkis,Alfred Pennyworth
428,Colin Farrell,Oswald Cobblepot / The Penguin
428,Jayme Lawson,Bella Reál
429,Ben Affleck,Batman / Bruce Wayne
429,Henry Cavill,Superman / Clark Kent / Kal-El
429,Amy Adams,Lois Lane
429,Gal Gadot,Wonder Woman / Diana Prince
429,Ezra Miller,The Flash / Barry Allen
429,Jason Momoa,Aquaman / Arthur Curry
429,Ray Fisher,Cyborg / Victor Stone
429,Jeremy Irons,Alfred Pennyworth
429,Diane Lane,Martha Kent
430,Ben Affleck,Bruce Wayne / Batman
430,Henry Cavill,Clark Kent / Superman / Kal-El
430,Gal Gadot,Diana Prince / Wonder Woman
430,Jason Momoa,Arthur Curry / Aquaman
430,Ezra Miller,Barry Allen / The Flash
430,Ray Fisher,Victor Stone / Cyborg
430,Amy Adams,Lois Lane
430,Jeremy Irons,Alfred Pennyworth
430,Connie Nielsen,Queen Hippolyta
431,Henry Cavill,Clark Kent / Superman / Kal-El
431,Amy Adams,Lois Lane
431,Michael Shannon,General Zod
431,Diane Lane,Martha Kent
431,Russell Crowe,Jor-El
431,Kevin Costner,Jonathan Kent
431,Laurence Fishburne,Perry White
431,Christopher Meloni,Colonel Nathan Hardy
431,Antje Traue,Faora-Ul
432,Gal Gadot,Diana Prince / Wonder Woman
432,Chris Pine,Steve Trevor
432,Kristen Wiig,Barbara Ann Minerva / Cheetah
432,Pedro Pascal,Maxwell Lord
432,Robin Wright,Antiope
432,Connie Nielsen,Hippolyta
432,Lilly Aspell,Young Diana
432,Amr Waked,Emir Said Bin Abydos
432,Kristoffer Polaha,Handsome Man
435,Margot Robbie,Harleen Quinzel / Harley Quinn
435,Idris Elba,Robert DuBois / Bloodsport
435,John Cena,Christopher Smith / Peacemaker
435,Joel Kinnaman,Colonel Rick Flag
435,Sylvester Stallone,Nanaue / King Shark (voice)
435,Viola Davis,Amanda Waller
435,David Dastmalchian,Abner Krill / Polka-Dot Man
435,Daniela Melchior,Cleo Cazo / Ratcatcher 2
435,Michael Rooker,Brian Durlin / Savant
436,Ryan Reynolds,Wade Wilson / Deadpool
436,Morena Baccarin,Vanessa
436,Ed Skrein,Ajax
436,T.J. Miller,Weasel
436,Gina Carano,Angel Dust
436,Leslie Uggams,Blind Al
436,Brianna Hildebrand,Negasonic Teenage Warhead
436,Karan Soni,Dopinder
436,Jed Rees,Recruiter
437,Ryan Reynolds,Wade Wilson / Deadpool
437,Josh Brolin,Nathan Summers / Cable
437,Morena Baccarin,Vanessa Carlysle
437,Julian Dennison,Russell Collins / Firefist
437,Zazie Beetz,Neena Thurman / Domino
437,T.J. Miller,Jack Hammer / Weasel
437,Leslie Uggams,Blind Al
437,Karan Soni,Dopinder
437,Brianna Hildebrand,Ellie Phimister
438,James McAvoy,Charles Xavier / Professor X
438,Jennifer Lawrence,Raven Darkholme / Mystique
438,Michael Fassbender,Erik Lehnsherr / Magneto
438,Oscar Isaac,En Sabah Nur / Apocalypse
438,Nicholas Hoult,Hank McCoy / Beast
438,Rose Byrne,Moira MacTaggert
438,Tye Sheridan,Scott Summers / Cyclops
438,Sophie Turner,Jean Grey
438,Evan Peters,Peter Maximoff / Quicksilver
439,Hugh Jackman,Logan / Wolverine / X-24
439,Dafne Keen,Laura / X-23
439,Patrick Stewart,Charles Xavier / Professor X
439,Elizabeth Rodriguez,Gabriela
439,Boyd Holbrook,Pierce
439,Stephen Merchant,Caliban
439,Richard E. Grant,Dr. Rice
439,Stephen Dunlevy,Macon
439,Eriq La Salle,Will Munson
440,Simu Liu,Shaun / Shang-Chi
440,Tony Leung Chiu-wai,Xu Wenwu
440,Awkwafina,Katy Chen
440,Zhang Meng'er,Xu Xialing
440,Fala Chen,Ying Li
440,Michelle Yeoh,Ying Nan
440,Yuen Wah,Master Guang Bo
440,Ben Kingsley,Trevor Slattery
440,Florian Munteanu,Razor Fist
441,Gemma Chan,Sersi
441,Richard Madden,Ikaris
441,Angelina Jolie,Thena
441,Kumail Nanjiani,Kingo
441,Barry Keoghan,Druig
441,Lauren Ridloff,Makkari
441,Lia McHugh,Sprite
441,Brian Tyree Henry,Phastos
441,Ma Dong-seok,Gilgamesh
442,Scarlett Johansson,Natasha Romanoff / Black Widow
442,Florence Pugh,Yelena Belova
442,Rachel Weisz,Melina Vostokoff
442,David Harbour,Alexei Shostakov / Red Guardian
442,Ray Winstone,Dreykov
442,Olga Kurylenko,Antonia Dreykov
442,Ever Anderson,Young Natasha
442,Violet McGraw,Young Yelena
442,O.T. Fagbenle,Mason
443,Tom Hardy,Eddie Brock / Venom
443,Michelle Williams,Anne Weying
443,Riz Ahmed,Carlton Drake / Riot
443,Scott Haze,Security Chief Roland Treece
443,Reid Scott,Dr. Dan Lewis
443,Jenny Slate,Dr. Dora Skirth
443,Melora Walters,Homeless Woman Maria
443,Woody Harrelson,Cletus Kasady / Carnage
443,Peggy Lu,Mrs. Chen
444,Tom Hardy,Eddie Brock / Venom
444,Woody Harrelson,Cletus Kasady / Carnage
444,Michelle Williams,Anne Weying
444,Naomie Harris,Frances Louise Barrison / Shriek
444,Reid Scott,Dr. Dan Lewis
444,Stephen Graham,Detective Mulligan
444,Peggy Lu,Mrs. Chen
444,Sian Webber,Dr. Pazzo
444,Michelle Greenidge,Mugging Victim
445,Jared Leto,Dr. Michael Morbius / Morbius
445,Matt Smith,Milo / Lucien
445,Adria Arjona,Martine Bancroft
445,Jared Harris,Dr. Emil Nicholas
445,Al Madrigal,Agent Alberto Rodriguez
445,Tyrese Gibson,Agent Simon Stroud
445,Zaris-Angel Hator,Anna
445,Joe Ferrara,Bush Pilot
445,Charlie Shotwell,Young Michael
446,Tom Holland,Nathan Drake
446,Mark Wahlberg,Victor Sully Sullivan
446,Sophia Ali,Chloe Frazer
446,Tati Gabrielle,Jo Braddock
446,Antonio Banderas,Santiago Moncada
446,Steven Waddington,The Scotsman
446,Rudy Pankow,Young Sam
446,Tiernan Jones,Young Nate
446,Pingi Moli,Hugo
447,Eddie Redmayne,Newt Scamander
447,Katherine Waterston,Tina Goldstein
447,Dan Fogler,Jacob Kowalski
447,Alison Sudol,Queenie Goldstein
447,Colin Farrell,Percival Graves
447,Jon Voight,Henry Shaw Sr.
447,Ron Perlman,Gnarlak
447,Johnny Depp,Gellert Grindelwald
447,Zoë Kravitz,Leta Lestrange
448,Eddie Redmayne,Newt Scamander
448,Jude Law,Albus Dumbledore
448,Mads Mikkelsen,Gellert Grindelwald
448,Ezra Miller,Credence Barebone
448,Dan Fogler,Jacob Kowalski
448,Alison Sudol,Queenie Goldstein
448,Callum Turner,Theseus Scamander
448,Jessica Williams,Eulalie Hicks
448,Katherine Waterston,Tina Goldstein
449,Daniel Radcliffe,Harry Potter
449,Rupert Grint,Ron Weasley
449,Emma Watson,Hermione Granger
449,Richard Harris,Albus Dumbledore
449,Tom Felton,Draco Malfoy
449,Alan Rickman,Severus Snape
449,Robbie Coltrane,Rubeus Hagrid
449,Maggie Smith,Minerva McGonagall
449,Richard Griffiths,Vernon Dursley
450,Daniel Radcliffe,Harry Potter
450,Rupert Grint,Ron Weasley
450,Emma Watson,Hermione Granger
450,Kenneth Branagh,Gilderoy Lockhart
450,John Cleese,Nearly Headless Nick
450,Robbie Coltrane,Rubeus Hagrid
450,Warwick Davis,Filius Flitwick
450,Richard Griffiths,Vernon Dursley
450,Richard Harris,Albus Dumbledore
451,Daniel Radcliffe,Harry Potter
451,Rupert Grint,Ron Weasley
451,Emma Watson,Hermione Granger
451,Robbie Coltrane,Rubeus Hagrid
451,Michael Gambon,Albus Dumbledore
451,Gary Oldman,Sirius Black
451,Alan Rickman,Severus Snape
451,Timothy Spall,Peter Pettigrew
451,David Thewlis,Remus Lupin
452,Daniel Radcliffe,Harry Potter
452,Rupert Grint,Ron Weasley
452,Emma Watson,Hermione Granger
452,Brendan Gleeson,Alastor Moody
452,Robbie Coltrane,Rubeus Hagrid
452,Robert Pattinson,Cedric Diggory
452,Michael Gambon,Albus Dumbledore
452,David Tennant,Barty Crouch Junior
452,Miranda Richardson,Rita Skeeter
453,Daniel Radcliffe,Harry Potter
453,Rupert Grint,Ron Weasley
453,Emma Watson,Hermione Granger
453,Imelda Staunton,Dolores Umbridge
453,Helena Bonham Carter,Bellatrix Lestrange
453,Robbie Coltrane,Rubeus Hagrid
453,Ralph Fiennes,Lord Voldemort
453,Michael Gambon,Albus Dumbledore
453,Jason Isaacs,Lucius Malfoy
454,Daniel Radcliffe,Harry Potter
454,Rupert Grint,Ron Weasley
454,Emma Watson,Hermione Granger
454,Michael Gambon,Albus Dumbledore
454,Tom Felton,Draco Malfoy
454,Jim Broadbent,Horace Slughorn
454,Robbie Coltrane,Rubeus Hagrid
454,Alan Rickman,Severus Snape
454,Maggie Smith,Minerva McGonagall
455,Daniel Radcliffe,Harry Potter
455,Rupert Grint,Ron Weasley
455,Emma Watson,Hermione Granger
455,Helena Bonham Carter,Bellatrix Lestrange
455,Robbie Coltrane,Rubeus Hagrid
455,Ralph Fiennes,Lord Voldemort
455,Michael Gambon,Albus Dumbledore
455,Bill Nighy,Rufus Scrimgeour
455,Brendan Gleeson,Alastor Moody
456,Daniel Radcliffe,Harry Potter
456,Rupert Grint,Ron Weasley
456,Emma Watson,Hermione Granger
456,Ralph Fiennes,Lord Voldemort
456,Alan Rickman,Severus Snape
456,Helena Bonham Carter,Bellatrix Lestrange
456,Maggie Smith,Minerva McGonagall
456,Michael Gambon,Albus Dumbledore
456,John Hurt,Ollivander
457,Ian McKellen,Gandalf
457,Martin Freeman,Bilbo Baggins
457,Richard Armitage,Thorin
457,Graham McTavish,Dwalin
457,Aidan Turner,Kili
457,Ken Stott,Balin
457,Dean O'Gorman,Fili
457,James Nesbitt,Bofur
457,Mark Hadlow,Dori
458,Ian McKellen,Gandalf
458,Martin Freeman,Bilbo Baggins
458,Richard Armitage,Thorin Oakenshield
458,Benedict Cumberbatch,Smaug
458,Orlando Bloom,Legolas
458,Evangeline Lilly,Tauriel
458,Lee Pace,Thranduil
458,Luke Evans,Bard
458,Stephen Fry,The Master of Laketown
459,Ian McKellen,Gandalf
459,Martin Freeman,Bilbo Baggins
459,Richard Armitage,Thorin Oakenshield
459,Orlando Bloom,Legolas
459,Evangeline Lilly,Tauriel
459,Luke Evans,Bard
459,Lee Pace,Thranduil
459,Benedict Cumberbatch,Smaug (voice)
459,Ken Stott,Balin
460,Johnny Depp,Jack Sparrow
460,Orlando Bloom,Will Turner
460,Keira Knightley,Elizabeth Swann
460,Geoffrey Rush,Hector Barbossa
460,Jack Davenport,James Norrington
460,Jonathan Pryce,Weatherby Swann
460,Lee Arenberg,Pintel
460,Mackenzie Crook,Ragetti
460,Damian O'Hare,Gillette
461,Johnny Depp,Jack Sparrow
461,Orlando Bloom,Will Turner
461,Keira Knightley,Elizabeth Swann
461,Stellan Skarsgård,Bootstrap Bill Turner
461,Bill Nighy,Davy Jones
461,Jack Davenport,James Norrington
461,Kevin McNally,Joshamee Gibbs
461,Jonathan Pryce,Weatherby Swann
461,Lee Arenberg,Pintel
462,Johnny Depp,Jack Sparrow
462,Orlando Bloom,Will Turner
462,Keira Knightley,Elizabeth Swann
462,Geoffrey Rush,Hector Barbossa
462,Stellan Skarsgård,Bootstrap Bill Turner
462,Chow Yun-fat,Sao Feng
462,Bill Nighy,Davy Jones
462,Jack Davenport,James Norrington
462,Kevin McNally,Joshamee Gibbs
463,Johnny Depp,Jack Sparrow
463,Penélope Cruz,Angelica
463,Geoffrey Rush,Hector Barbossa
463,Ian McShane,Blackbeard
463,Kevin McNally,Joshamee Gibbs
463,Sam Claflin,Philip
463,Astrid Bergès-Frisbey,Syrena
463,Stephen Graham,Scrum
463,Keith Richards,Captain Teague
464,Johnny Depp,Jack Sparrow
464,Javier Bardem,Armando Salazar
464,Geoffrey Rush,Hector Barbossa
464,Brenton Thwaites,Henry Turner
464,Kaya Scodelario,Carina Smyth
464,Kevin McNally,Joshamee Gibbs
464,Golshifteh Farahani,Shansa
464,David Wenham,Scarfield
464,Stephen Graham,Scrum
465,Kristen Stewart,Bella Swan
465,Robert Pattinson,Edward Cullen
465,Taylor Lautner,Jacob Black
465,Dakota Fanning,Jane
465,Michael Sheen,Aro
465,Ashley Greene,Alice Cullen
465,Rachelle Lefevre,Victoria Sutherland
465,Billy Burke,Charlie Swan
465,Peter Facinelli,Dr. Carlisle Cullen
466,Kristen Stewart,Bella Swan
466,Robert Pattinson,Edward Cullen
466,Billy Burke,Charlie Swan
466,Peter Facinelli,Dr. Carlisle Cullen
466,Elizabeth Reaser,Esme Cullen
466,Cam Gigandet,James
466,Ashley Greene,Alice Cullen
466,Anna Kendrick,Jessica
466,Nikki Reed,Rosalie
467,Kristen Stewart,Bella Swan
467,Robert Pattinson,Edward Cullen
467,Taylor Lautner,Jacob Black
467,Bryce Dallas Howard,Victoria
467,Dakota Fanning,Jane
467,Billy Burke,Charlie Swan
467,Peter Facinelli,Dr. Carlisle Cullen
467,Elizabeth Reaser,Esme Cullen
467,Jackson Rathbone,Jasper Hale
468,Kristen Stewart,Bella Swan
468,Robert Pattinson,Edward Cullen
468,Taylor Lautner,Jacob Black
468,Billy Burke,Charlie Swan
468,Peter Facinelli,Dr. Carlisle Cullen
468,Michael Sheen,Aro
468,Elizabeth Reaser,Esme Cullen
468,Kellan Lutz,Emmett Cullen
468,Nikki Reed,Rosalie Hale
469,Robert Pattinson,Edward Cullen
469,Kristen Stewart,Bella Swan
469,Taylor Lautner,Jacob Black
469,Peter Facinelli,Carlisle Cullen
469,Elizabeth Reaser,Esme Cullen
469,Ashley Greene,Alice Cullen
469,Jackson Rathbone,Jasper Hale
469,Nikki Reed,Rosalie Hale
469,Kellan Lutz,Emmett Cullen
470,Andrew Garfield,Peter Parker / Spider-Man
470,Emma Stone,Gwen Stacy
470,Rhys Ifans,Curt Connors / The Lizard
470,Denis Leary,Captain Stacy
470,Martin Sheen,Uncle Ben
470,Sally Field,Aunt May
470,Max Charles,Peter Parker (Age 4)
470,Campbell Scott,Richard Parker
470,Embeth Davidtz,Mary Parker
471,Andrew Garfield,Peter Parker / Spider-Man
471,Emma Stone,Gwen Stacy
471,Jamie Foxx,Max Dillon / Electro
471,Dane DeHaan,Harry Osborn
471,Colm Feore,Donald Menken
471,Felicity Jones,Felicia Hardy
471,Paul Giamatti,Aleksei Sytsevich
471,Sally Field,Aunt May
471,Embeth Davidtz,Mary Parker
472,Tobey Maguire,Spider-Man / Peter Parker
472,Willem Dafoe,Green Goblin / Norman Osborn
472,Kirsten Dunst,Mary Jane Watson
472,James Franco,Harry Osborn
472,Cliff Robertson,Ben Parker
472,Rosemary Harris,May Parker
472,J.K. Simmons,J. Jonah Jameson
472,Joe Manganiello,Flash Thompson
472,Gerry Becker,Maximilian Fargas
473,Tobey Maguire,Spider-Man / Peter Parker
473,Kirsten Dunst,Mary Jane Watson
473,James Franco,New Goblin / Harry Osborn
473,Thomas Haden Church,Sandman / Flint Marko
473,Topher Grace,Venom / Eddie Brock
473,Bryce Dallas Howard,Gwen Stacy
473,Rosemary Harris,May Parker
473,J.K. Simmons,J. Jonah Jameson
473,James Cromwell,Captain Stacey
474,Tom Holland,Peter Parker / Spider-Man
474,Michael Keaton,Adrian Toomes / Vulture
474,Robert Downey Jr.,Tony Stark / Iron Man
474,Marisa Tomei,May Parker
474,Jon Favreau,Happy Hogan
474,Gwyneth Paltrow,Pepper Potts
474,Zendaya,Michelle Jones
474,Donald Glover,Aaron Davis
474,Jacob Batalon,Ned
475,Tom Holland,Peter Parker / Spider-Man
475,Samuel L. Jackson,Nick Fury
475,Jake Gyllenhaal,Quentin Beck / Mysterio
475,Marisa Tomei,May Parker
475,Jon Favreau,Happy Hogan
475,Zendaya,Michelle Jones
475,Jacob Batalon,Ned Leeds
475,Tony Revolori,Flash Thompson
475,Angourie Rice,Betty Brant
476,Shameik Moore,Miles Morales / Spider-Man (voice)
476,Jake Johnson,Peter B. Parker / Spider-Man (voice)
476,Hailee Steinfeld,Gwen Stacy / Spider-Woman (voice)
476,Mahershala Ali,Uncle Aaron / Prowler (voice)
476,Brian Tyree Henry,Jefferson Davis (voice)
476,Lily Tomlin,Aunt May (voice)
476,Luna Lauren Velez,Rio Morales (voice)
476,Zoë Kravitz,Mary Jane (voice)
476,John Mulaney,Peter Porker (voice)
477,Shameik Moore,Miles Morales / Spider-Man (voice)
477,Hailee Steinfeld,Gwen Stacy (voice)
477,Jake Johnson,Peter B. Parker (voice)
477,Oscar Isaac,Miguel O'Hara (voice)
477,Issa Rae,Jessica Drew (voice)
477,Daniel Kaluuya,Hobie Brown (voice)
477,Jason Schwartzman,The Spot (voice)
477,Brian Tyree Henry,Jefferson Davis (voice)
477,Luna Lauren Velez,Rio Morales (voice)
478,Vin Diesel,Dominic Toretto
478,Michelle Rodriguez,Letty Ortiz
478,Tyrese Gibson,Roman Pearce
478,Ludacris,Tej Parker
478,Jason Momoa,Dante Reyes
478,Nathalie Emmanuel,Ramsey
478,Jordana Brewster,Mia Toretto
478,John Cena,Jakob Toretto
478,Jason Statham,Deckard Shaw
479,Vin Diesel,Dominic Toretto
479,Michelle Rodriguez,Letty Ortiz Toretto
479,Tyrese Gibson,Roman Pearce
479,Ludacris,Tej Parker
479,John Cena,Jakob Toretto
479,Nathalie Emmanuel,Ramsey
479,Jordana Brewster,Mia Toretto
479,Sung Kang,Han Lue
479,Michael Rooker,Buddy
480,Vin Diesel,Dominic Toretto
480,Paul Walker,Brian O'Conner
480,Dwayne Johnson,Luke Hobbs
480,Jason Statham,Deckard Shaw
480,Michelle Rodriguez,Letty Ortiz
480,Tyrese Gibson,Roman Pearce
480,Ludacris,Tej Parker
480,Jordana Brewster,Mia Toretto
480,Djimon Hounsou,Jakande
481,Vin Diesel,Dominic Toretto
481,Jason Statham,Deckard Shaw
481,Dwayne Johnson,Luke Hobbs
481,Michelle Rodriguez,Letty Ortiz
481,Tyrese Gibson,Roman Pearce
481,Ludacris,Tej Parker
481,Charlize Theron,Cipher
481,Kurt Russell,Mr. Nobody
481,Nathalie Emmanuel,Ramsey
482,Dwayne Johnson,Luke Hobbs
482,Jason Statham,Deckard Shaw
482,Idris Elba,Brixton
482,Vanessa Kirby,Hattie Shaw
482,Helen Mirren,Queenie Shaw
482,Eiza González,Madame M
482,Eddie Marsan,Professor Andreiko
482,Eliana Su'a,Sam Hobbs
482,Cliff Curtis,Jonah Hobbs
484,Tye Sheridan,Wade Watts / Parzival
484,Olivia Cooke,Samantha Cook / Artemis
484,Ben Mendelsohn,Nolan Sorrento
484,Lena Waithe,Helen Harris / Aech
484,T.J. Miller,i-R0k (voice)
484,Simon Pegg,Ogden Morrow
484,Mark Rylance,James Halliday
484,Philip Zhao,Zhou / Sho
484,Win Morisaki,Toshiro / Daito
